hotel_name,hotel_stars_count,location,rating,room_type1,occupancy1,summer_price1,room_type2,occupancy2,summer_price2,room_type3,occupancy3,summer_price3,amenities_list
Семеен хотел Плавас,3.0,Созопол,9.1,стандартна стая,2,80 лв,апартамент,3,210 лв,,,,"['паркинг', 'екскурзовод', 'рум сервиз', 'детски кът', 'барбекю', 'колела под наем', 'кафене', 'камина', 'телевизор', 'кухня', 'кабелна тв', 'сателитна тв', 'климатик', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'пералня', 'тераса', 'изглед', 'вана', 'радио', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'гладене', 'дом. любимци', 'кафе машина', 'лятна градина']"
Хотел Алфа Вита,3.0,Созопол,8.6,стандартна стая,2,108 лв,лукс стая,2,118 лв,студио,3,138 лв,"['паркинг', 'ресторант', 'екскурзовод', 'рент-а-кар', 'охрана', 'сейф', 'рум сервиз', 'тенис на маса', 'кафене', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'хладилник', 'мини-бар', 'телефон', 'интернет', 'баня/тоалетна', 'пералня', 'тераса', 'изглед', 'вана', 'ютия', 'сешоар', 'обменно бюро', 'пране', 'гладене', 'плащане с карта', 'лятна градина', 'достъп за инвалиди']"
Апартхотел Мартинез,4.0,Созопол,8.8,студио,2,172 лв,апартамент,4,242 лв,,,,"['открит басейн', 'паркинг', 'ресторант', 'нощен бар', 'фитнес', 'билярд', 'рент-а-кар', 'аниматори', 'охрана', 'сауна', 'сейф', 'рум сервиз', 'детски кът', 'детски басейн', 'конферентна зала', 'козметик', 'тенис на маса', 'лоби бар', 'студио за масаж', 'кафене', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'телефон', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'закрит басейн', 'вана', 'ютия', 'сешоар', 'обменно бюро', 'кухненски бокс', 'пране', 'гладене', 'плащане с карта', 'бизнес услуги', 'мини голф', 'хим. чистене', 'лятна градина', 'лекарски кабинет', 'бар-басейн', 'достъп за инвалиди']"
Семеен хотел Морска вила,3.0,Созопол,,стандартна стая,2,70 лв,студио,4,95 лв,апартамент,4,130 лв,"['открит басейн', 'паркинг', 'рент-а-кар', 'сейф', 'детски кът', 'детски басейн', 'барбекю', 'колела под наем', 'кафене', 'телевизор', 'сателитна тв', 'климатик', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'пералня', 'изглед', 'ютия']"
Къща за гости Каса Бранка,2.0,Созопол,7.4,стандартна стая,1,60 лв,стандартна стая,2,не се дава,,,,"['телевизор', 'кухня', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'пералня', 'тераса', 'изглед', 'ютия', 'сешоар', 'кафе машина', 'лятна градина', 'електрическа кана', 'готварска печка']"
Къща за гости в Созопол,,Созопол,,стандартна стая,2,100 лв,лукс стая,2,110 лв,студио,4,140 лв,"['паркинг', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар']"
"Лунна пътека,100м плаж Хармани",3.0,Созопол,,стандартна стая,2,80 лв,стандартна стая,2,65 лв,стандартна стая,3,100 лв,"['паркинг', 'барбекю', 'телевизор', 'климатик', 'мини-бар', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'достъп за инвалиди']"
Семеен хотел Вила Диана,3.0,Созопол,8.7,стандартна стая,2,90 лв,апартамент,4,190 лв,,,,"['открит басейн', 'конна база', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'ютия', 'кухненски бокс', 'гладене']"
"Вили Карен, Фиорд, Палома",,Созопол,,апартамент,4,140 лв,апартамент,5,140 лв,апартамент,7,200 лв,"['открит басейн', 'паркинг', 'детски басейн', 'телевизор', 'кухня', 'сателитна тв', 'климатик', 'хладилник', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'кухненски бокс']"
Семеен хотел Екзотик,3.0,Созопол,9.7,стандартна стая,2,60 лв,стандартна стая,3,80 лв,апартамент,4,120 лв,"['телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия']"
Дом Апостолови,,Созопол,9.7,стандартна стая,2,90 лв,стандартна стая,3,110 лв,апартамент,4,150 лв,"['телевизор', 'кухня', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'дом. любимци', 'кафе машина', 'лятна градина', 'електрическа кана', 'готварска печка']"
Семеен хотел Калипсо,3.0,Созопол,,стандартна стая,2,70 лв,,,,,,,"['телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'кафе машина']"
Вила Св. Анна,2.0,Созопол,,стандартна стая,2,100 лв,студио,3,120 лв,,,,"['паркинг', 'детски кът', 'барбекю', 'телевизор', 'кухня', 'кабелна тв', 'хазяи', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'кафе машина', 'лятна градина', 'съдомиялна', 'електрическа кана', 'готварска печка']"
Хотел Централ,2.0,Созопол,,стандартна стая,1,45 лв,стандартна стая,2,90 лв,стандартна стая,3,120 лв,"['открит басейн', 'паркинг', 'ресторант', 'аниматори', 'сейф', 'детски кът', 'детски басейн', 'барбекю', 'кафене', 'телевизор', 'кабелна тв', 'климатик', 'интернет', 'баня/тоалетна', 'тераса', 'ютия', 'плащане с карта', 'дом. любимци', 'лятна градина', 'бар-басейн']"
Къща Лозенград,,Созопол,,стандартна стая,2,70 лв,студио,4,120 лв,,,,"['телевизор', 'кабелна тв', 'хазяи', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'ютия', 'сешоар', 'кухненски бокс', 'електрическа кана']"
Семеен хотел Радиана,3.0,Созопол,9.9,стандартна стая,2,150 лв,лукс стая,2,250 лв,студио,2,210 лв,"['паркинг', 'рент-а-кар', 'джакузи', 'колела под наем', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'гладене', 'кафе машина']"
Къща Kатерков,2.0,Созопол,9.1,стандартна стая,2,120 лв,студио,2,140 лв,студио,3,155 лв,"['телевизор', 'кухня', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'кафе машина', 'лятна градина', 'електрическа кана', 'готварска печка']"
Семеен хотел Александра,2.0,Созопол,,стандартна стая,2,60 лв,апартамент,4,80 лв,,,,"['телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'ютия', 'електрическа кана']"
Семеен хотел Софи,3.0,Созопол,9.4,стандартна стая,1,80 лв,стандартна стая,2,115 лв,стандартна стая,3,160 лв,"['открит басейн', 'рент-а-кар', 'сейф', 'колела под наем', 'студио за масаж', 'кафене', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'гладене', 'плащане с карта', 'кафе машина', 'лятна градина']"
Хотел Златната рибка,3.0,Созопол,,стандартна стая,2,170 лв,студио,3,180 лв,лукс апартамент,3,350 лв,"['паркинг', 'ресторант', 'охрана', 'сейф', 'джакузи', 'рум сервиз', 'конферентна зала', 'лоби бар', 'кафене', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'мини-бар', 'телефон', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'гараж', 'пране', 'гладене', 'хим. чистене', 'достъп за инвалиди', 'асансьор']"
Хотел Созопол,1.0,Созопол,5.6,стандартна стая,2,140 лв,стандартна стая,3,160 лв,апартамент,4,170 лв,"['ресторант', 'телевизор', 'кабелна тв', 'климатик', 'интернет', 'баня/тоалетна', 'тераса', 'изглед']"
Семеен хотел Проданови,3.0,Созопол,9.3,стандартна стая,2,80 лв,студио,2,110 лв,студио,3,125 лв,"['телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'изглед', 'ютия', 'кухненски бокс', 'достъп за инвалиди']"
Вили Созопол,2.0,Созопол,9.0,стандартна стая,2,90 лв,стандартна стая,2,140 лв,стандартна стая,3,170 лв,"['открит басейн', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'лятна градина', 'бар-басейн']"
Семеен хотел Хриси,2.0,Созопол,,стандартна стая,2,65 лв,стандартна стая,3,80 лв,апартамент,4,120 лв,"['паркинг', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'ютия', 'кухненски бокс', 'пране', 'гладене', 'електрическа кана']"
Комплекс Аполония Ризорт,4.0,Созопол,8.7,стандартна стая,2,240 лв,студио,2,220 лв,апартамент,3,290 лв,"['открит басейн', 'паркинг', 'ресторант', 'нощен бар', 'фитнес', 'билярд', 'рент-а-кар', 'аниматори', 'охрана', 'сейф', 'детски кът', 'детски басейн', 'тенис на маса', 'студио за масаж', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'плащане с карта', 'бизнес услуги', 'дом. любимци', 'волейбол', 'лятна градина', 'бар-басейн', 'достъп за инвалиди', 'електрическа кана']"
Къща Скамния,,Созопол,,стандартна стая,2,не се дава,стандартна стая,3,не се дава,студио,4,не се дава,"['телевизор', 'кухня', 'кабелна тв', 'хазяи', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'гараж', 'готварска печка']"
Семеен хотел Батоев,3.0,Созопол,,квартира,2,60 лв,квартира,3,80 лв,квартира,4,110 лв,"['телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'достъп за инвалиди', 'електрическа кана']"
Семеен хотел Чучулев,3.0,Созопол,8.9,стандартна стая,2,130 лв,лукс стая,2,170 лв,апартамент,4,220 лв,"['паркинг', 'рент-а-кар', 'сейф', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'пране', 'гладене', 'плащане с карта', 'лятна градина', 'електрическа кана']"
ДЖИ Хотел - Бутик,3.0,Созопол,9.5,стандартна стая,2,200 лв,лукс стая,2,250 лв,лукс стая,4,300 лв,"['открит басейн', 'паркинг', 'ресторант', 'фитнес', 'сейф', 'лоби бар', 'кафене', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'мини-бар', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'плащане с карта', 'кафе машина', 'лятна градина', 'електрическа кана']"
Хотел Парнас,3.0,Созопол,6.2,стандартна стая,2,145 лв,лукс стая,2,175 лв,студио,4,не се дава,"['паркинг', 'ресторант', 'рент-а-кар', 'сауна', 'сейф', 'рум сервиз', 'барбекю', 'лоби бар', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'телефон', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'пране', 'плащане с карта', 'бизнес услуги']"
Къща за гости Силвър,3.0,Созопол,,стандартна стая,2,120 лв,стандартна стая,2,120 лв,лукс стая,3,130 лв,"['открит басейн', 'паркинг', 'детски басейн', 'телевизор', 'кухня', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'кафе машина', 'електрическа кана']"
Семеен хотел Ориндж хаус,3.0,Созопол,6.8,стандартна стая,2,60 лв,стандартна стая,3,60 лв,,,,"['паркинг', 'кафене', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'ютия', 'пране', 'гладене', 'кафе машина', 'достъп за инвалиди']"
Хотел Амон Ра,3.0,Созопол,8.8,стандартна стая,1,143 лв,студио,2,170 лв,апартамент,2,180 лв,"['ресторант', 'рент-а-кар', 'сейф', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'телефон', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'електрическа кана']"
Семеен хотел Вила Свила,3.0,Созопол,8.9,стандартна стая,2,120 лв,,,,,,,"['кабелна тв', 'климатик', 'интернет', 'баня/тоалетна', 'изглед', 'кафе машина', 'електрическа кана']"
Хотел Селена бийч,3.0,Созопол,9.2,стандартна стая,2,115 лв,лукс стая,2,119 лв,апартамент,4,162 лв,"['открит басейн', 'паркинг', 'ресторант', 'рент-а-кар', 'сауна', 'сейф', 'джакузи', 'рум сервиз', 'детски кът', 'детски басейн', 'барбекю', 'колела под наем', 'тенис на маса', 'лоби бар', 'кафене', 'телевизор', 'кабелна тв', 'климатик', 'мини-бар', 'телефон', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'сешоар', 'обменно бюро', 'кухненски бокс', 'пране', 'гладене', 'плащане с карта', 'лятна градина', 'бар-басейн']"
Семеен хотел Лотос,3.0,Созопол,,стандартна стая,2,110 лв,студио,4,150 лв,апартамент,4,170 лв,"['паркинг', 'ресторант', 'рент-а-кар', 'сейф', 'рум сервиз', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'вана', 'ютия', 'сешоар', 'пране', 'гладене', 'плащане с карта', 'лятна градина']"
Хотел Свети Никола,3.0,Созопол,8.6,стандартна стая,2,120 лв,,,,,,,"['ресторант', 'барбекю', 'кабелна тв', 'сателитна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'дом. любимци', 'лятна градина', 'електрическа кана']"
Семеен хотел Виктория,3.0,Созопол,8.6,стандартна стая,2,120 лв,стандартна стая,3,150 лв,,,,"['паркинг', 'рент-а-кар', 'сейф', 'телевизор', 'кабелна тв', 'климатик', 'мини-бар', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'пране', 'гладене', 'кафе машина', 'електрическа кана']"
Къща за гости Дриймс,3.0,Созопол,,къща,16,1600 лв,стандартна стая,2,160 лв,стандартна стая,3,210 лв,"['открит басейн', 'паркинг', 'детски басейн', 'барбекю', 'камина', 'телевизор', 'кухня', 'сателитна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'кафе машина', 'лятна градина', 'електрическа кана']"
Семеен хотел Приятели,2.0,Созопол,,стандартна стая,2,70 лв,студио,2,80 лв,апартамент,4,140 лв,"['паркинг', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'ютия', 'сешоар']"
Хотел Холидей,3.0,Созопол,9.2,стандартна стая,2,80 лв,стандартна стая,3,95 лв,стандартна стая,4,95 лв,"['телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'ютия', 'кухненски бокс', 'пране']"
Семеен хотел Натали,3.0,Созопол,,стандартна стая,2,65 лв,стандартна стая,3,75 лв,студио,4,110 лв,"['паркинг', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'кафе машина']"
Къща Версия,3.0,Созопол,,стандартна стая,2,115 лв,лукс стая,2,130 лв,,,,"['паркинг', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'мини-бар', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'пране', 'кафе машина']"
Хотел Блек Сий Парадайс,2.0,Созопол,6.5,студио,2,244 лв,апартамент,3,277 лв,,,,"['открит басейн', 'охрана', 'детски басейн', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'кафе машина', 'електрическа кана', 'готварска печка']"
Семеен хотел Свети Димитър,3.0,Созопол,,стандартна стая,2,няма цена,стандартна стая,3,няма цена,стандартна стая,4,няма цена,"['паркинг', 'барбекю', 'телевизор', 'кухня', 'кабелна тв', 'климатик', 'мини-бар', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'сешоар', 'лятна градина', 'електрическа кана']"
Хотел ВМК,,Созопол,,стандартна стая,1,30 лв,стандартна стая,2,40 лв,,,,"['конферентна зала', 'кабелна тв', 'климатик', 'интернет', 'баня/тоалетна']"
Комплекс Вили над залива,3.0,Созопол,9.5,вила,6,380 лв,,,,,,,"['открит басейн', 'паркинг', 'детски кът', 'детски басейн', 'барбекю', 'телевизор', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'лятна градина', 'електрическа кана', 'готварска печка']"
Къща Тюлен,,Созопол,9.6,къща,15,300 лв,стандартна стая,2,55 лв,лукс стая,2,69 лв,"['екскурзовод', 'рент-а-кар', 'охрана', 'барбекю', 'колела под наем', 'камина', 'телевизор', 'кухня', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'радио', 'DVD', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'кафе машина', 'лятна градина', 'механа', 'достъп за инвалиди', 'електрическа кана']"
Семеен хотел Ривиера,3.0,Созопол,,стандартна стая,2,70 лв,мезонет,6,210 лв,,,,"['паркинг', 'охрана', 'сейф', 'детски кът', 'детски басейн', 'телевизор', 'кухня', 'кабелна тв', 'сателитна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'гараж', 'пране', 'гладене', 'дом. любимци', 'кафе машина']"
Хотел Съни,3.0,Созопол,7.2,стандартна стая,2,109 лв,стандартна стая,3,139 лв,студио,4,148 лв,"['открит басейн', 'паркинг', 'ресторант', 'фитнес', 'рент-а-кар', 'охрана', 'сауна', 'сейф', 'рум сервиз', 'детски кът', 'детски басейн', 'барбекю', 'колела под наем', 'тенис на маса', 'лоби бар', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'мини-бар', 'телефон', 'интернет', 'баня/тоалетна', 'тераса', 'вана', 'ютия', 'сешоар', 'пране', 'гладене', 'плащане с карта', 'лятна градина', 'бар-басейн']"
Арт Хотел,2.0,Созопол,,стандартна стая,2,145 лв,студио,3,180 лв,,,,"['паркинг', 'ресторант', 'рум сервиз', 'детски кът', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'мини-бар', 'телефон', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'сешоар', 'гладене', 'плащане с карта', 'лятна градина', 'достъп за инвалиди']"
Бутиков хотел Олив Вилас,5.0,Созопол,8.9,лукс стая,2,няма цена,апартамент,2,няма цена,,,,"['открит басейн', 'нощен бар', 'сауна', 'сейф', 'студио за масаж', 'парна баня', 'интернет клуб', 'телевизор', 'кабелна тв', 'климатик', 'мини-бар', 'интернет', 'тераса', 'изглед', 'SPA център', 'асансьор']"
Хотел Грийн Лайф Ресорт,4.0,Созопол,8.4,студио,2,207 лв,апартамент,3,282 лв,апартамент,5,510 лв,"['открит басейн', 'паркинг', 'ресторант', 'фитнес', 'билярд', 'тенис корт', 'рент-а-кар', 'охрана', 'сейф', 'детски кът', 'детски басейн', 'колела под наем', 'козметик', 'студио за масаж', 'кафене', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'телефон', 'интернет', 'баня/тоалетна', 'пералня', 'тераса', 'изглед', 'фризьор', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'гладене', 'плащане с карта', 'фризьорски салон', 'баскетбол', 'футбол', 'бар-басейн']"
Семеен хотел Демиреви,2.0,Созопол,,апартамент,4,130 лв,,,,,,,"['паркинг', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'електрическа кана']"
