hotel_name,hotel_stars_count,location,rating,room_type1,occupancy1,summer_price1,room_type2,occupancy2,summer_price2,room_type3,occupancy3,summer_price3,amenities_list
Хотел БЧК,2.0,Созопол,,стандартна стая,2,130 лв,апартамент,3,160 лв,апартамент,4,180 лв,"['ресторант', 'конферентна зала', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар']"
Къща за гости Азалия,2.0,Созопол,9.3,стандартна стая,2,90 лв,стандартна стая,2,90 лв,стандартна стая,3,110 лв,"['паркинг', 'барбекю', 'телевизор', 'сателитна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'кафе машина', 'електрическа кана']"
Семеен хотел Червено,3.0,Созопол,,стандартна стая,2,60 лв,стандартна стая,3,70 лв,студио,3,80 лв,"['телевизор', 'кухня', 'кабелна тв', 'климатик', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'кафе машина', 'електрическа кана']"
Къща Орхидея,3.0,Созопол,,стандартна стая,2,90 лв,студио,4,160 лв,,,,"['телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'електрическа кана']"
Хотел Аполония,3.0,Созопол,9.4,стандартна стая,2,60 лв,студио,3,90 лв,апартамент,4,100 лв,"['ресторант', 'детски кът', 'телевизор', 'кухня', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'гладене', 'плащане с карта', 'лятна градина']"
Хотел Офир,3.0,Созопол,7.9,студио,3,220 лв,студио,3,200 лв,апартамент,3,240 лв,"['открит басейн', 'паркинг', 'ресторант', 'фитнес', 'рент-а-кар', 'охрана', 'сауна', 'сейф', 'рум сервиз', 'детски басейн', 'козметик', 'студио за масаж', 'парна баня', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'телефон', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'кухненски бокс', 'пране', 'гладене', 'бизнес услуги', 'дом. любимци', 'бар-басейн']"
Хотел Одисей,3.0,Созопол,,стандартна стая,2,110 лв,лукс стая,2,120 лв,лукс стая,3,135 лв,"['открит басейн', 'паркинг', 'детски кът', 'детски басейн', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'плащане с карта', 'дом. любимци', 'лятна градина', 'бар-басейн']"
Частен дом Тони,3.0,Созопол,,стандартна стая,2,90 лв,стандартна стая,3,100 лв,апартамент,5,190 лв,"['телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'ютия']"
Хотел Златна звезда,3.0,Созопол,,стандартна стая,2,149 лв,стандартна стая,3,169 лв,стандартна стая,4,200 лв,"['открит басейн', 'паркинг', 'ресторант', 'сауна', 'сейф', 'детски кът', 'детски басейн', 'кафене', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'плащане с карта', 'дом. любимци', 'лятна градина', 'достъп за инвалиди', 'електрическа кана', 'асансьор']"
Хотел Фиеста,3.0,Созопол,,стандартна стая,2,128 лв,лукс стая,2,146 лв,апартамент,4,240 лв,"['лоби бар', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'мини-бар', 'телефон', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия']"
Хотел Гардения,3.0,Созопол,8.6,апартамент,4,119 лв,,,,,,,"['открит басейн', 'паркинг', 'ресторант', 'фитнес', 'охрана', 'сауна', 'детски кът', 'детски басейн', 'кафене', 'телевизор', 'кухня', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'гараж', 'гладене', 'плащане с карта', 'бар-басейн', 'електрическа кана']"
Хотел Филланд,2.0,Созопол,8.8,стандартна стая,2,75 лв,лукс стая,2,85 лв,студио,3,90 лв,"['телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед']"
Вила Лазур,3.0,Созопол,,стандартна стая,2,75 лв,стандартна стая,3,90 лв,студио,4,95 лв,"['телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'гладене', 'достъп за инвалиди']"
Семеен хотел Марант,3.0,Созопол,9.2,стандартна стая,2,98 лв,стандартна стая,3,118 лв,апартамент,4,140 лв,"['паркинг', 'ресторант', 'охрана', 'рум сервиз', 'барбекю', 'лоби бар', 'кафене', 'телевизор', 'кабелна тв', 'климатик', 'мини-бар', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'гладене', 'плащане с карта', 'дом. любимци']"
Семеен хотел Eврика,3.0,Созопол,,стандартна стая,2,100 лв,студио,3,175 лв,апартамент,4,170 лв,"['паркинг', 'нощен бар', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'гладене', 'кафе машина']"
Хотел Созополис Холидей Вилидж,,Созопол,9.3,апартамент,3,370 лв,вила,5,545 лв,,,,"['открит басейн', 'паркинг', 'ресторант', 'фитнес', 'рент-а-кар', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'пералня', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'плащане с карта', 'дом. любимци', 'кафе машина', 'бар-басейн', 'електрическа кана', 'готварска печка']"
Хотел Парадайс Гардън,,Черноморец,,студио,2,180 лв,студио,3,200 лв,апартамент,5,355 лв,"['открит басейн', 'паркинг', 'ресторант', 'охрана', 'джакузи', 'рум сервиз', 'детски кът', 'детски басейн', 'колела под наем', 'конферентна зала', 'тенис на маса', 'кафене', 'телевизор', 'сателитна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'гладене', 'бизнес услуги', 'хим. чистене', 'бар-басейн', 'достъп за инвалиди']"
Хотел Кавалер,2.0,Созопол,9.2,стандартна стая,2,120 лв,стандартна стая,3,140 лв,студио,3,140 лв,"['ресторант', 'рент-а-кар', 'сейф', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'телефон', 'интернет', 'баня/тоалетна', 'тераса', 'ютия', 'сешоар', 'пране', 'гладене', 'плащане с карта', 'дом. любимци', 'лятна градина']"
Семеен хотел Елена,3.0,Созопол,8.6,стандартна стая,2,85 лв,стандартна стая,3,90 лв,студио,4,100 лв,"['телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'баня/тоалетна', 'микровълнова', 'изглед', 'кухненски бокс', 'гараж', 'бизнес услуги', 'кафе машина', 'достъп за инвалиди']"
Семеен хотел Кани,,Созопол,8.9,стандартна стая,1,40 лв,стандартна стая,2,120 лв,студио,3,150 лв,"['рум сервиз', 'барбекю', 'кафене', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'гладене', 'дом. любимци', 'лятна градина', 'достъп за инвалиди']"
Къща Николай,,Созопол,,стандартна стая,2,65 лв,апартамент,4,140 лв,,,,"['телевизор', 'кухня', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'кафе машина']"
Семеен хотел Дима,2.0,Созопол,7.1,стандартна стая,2,70 лв,студио,3,не се дава,лукс апартамент,4,не се дава,"['паркинг', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'кафе машина', 'лятна градина']"
Къща за гости Ефи,,Созопол,,стандартна стая,2,95 лв,лукс стая,2,100 лв,лукс стая,2,120 лв,"['телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'ютия', 'сешоар', 'кафе машина', 'лятна градина', 'електрическа кана']"
Къща за гости Созополис,2.0,Созопол,,стандартна стая,2,70 лв,стандартна стая,3,80 лв,студио,3,100 лв,"['телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'дом. любимци', 'кафе машина']"
Семеен хотел Фани,3.0,Созопол,,стандартна стая,2,40 лв,студио,3,60 лв,апартамент,4,80 лв,"['телевизор', 'кухня', 'кабелна тв', 'климатик', 'хладилник', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'кухненски бокс']"
Хотел Лили Бийч Ризорт,,Созопол,9.1,студио,2,190 лв,апартамент,4,210 лв,,,,"['открит басейн', 'паркинг', 'ресторант', 'охрана', 'детски кът', 'детски басейн', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'гладене', 'плащане с карта', 'бар-басейн', 'електрическа кана']"
Апарткомплекс Жасмин Гардън,3.0,Созопол,,студио,4,100 лв,апартамент,4,160 лв,,,,"['открит басейн', 'паркинг', 'охрана', 'джакузи', 'детски кът', 'детски басейн', 'барбекю', 'телевизор', 'кухня', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'радио', 'ютия', 'сешоар', 'кухненски бокс', 'кафе машина', 'лятна градина', 'достъп за инвалиди']"
Саргас Созопол,2.0,Созопол,8.0,стандартна стая,1,49 лв,стандартна стая,2,59 лв,стандартна стая,3,74 лв,"['ресторант', 'рент-а-кар', 'колела под наем', 'лоби бар', 'кафене', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'плащане с карта']"
Къща Николина,2.0,Созопол,,стандартна стая,2,60 лв,студио,4,100 лв,,,,"['телевизор', 'кабелна тв', 'хазяи', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'ютия', 'електрическа кана']"
Семеен хотел Каса Дел Маре,3.0,Созопол,8.3,стандартна стая,2,180 лв,лукс стая,2,220 лв,апартамент,3,295 лв,"['паркинг', 'ресторант', 'сейф', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'тераса', 'ютия', 'сешоар', 'плащане с карта']"
Къща за гости Blue breeze,2.0,Созопол,,къща,4,110 лв,стандартна стая,2,50 лв,апартамент,3,95 лв,"['паркинг', 'телевизор', 'кухня', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'ютия', 'кухненски бокс', 'дом. любимци', 'лятна градина', 'електрическа кана', 'готварска печка']"
Семеен хотел Корал,3.0,Созопол,7.6,стандартна стая,2,140 лв,стандартна стая,3,160 лв,апартамент,4,180 лв,"['паркинг', 'ресторант', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'лятна градина']"
Семеен хотел Ленивият слон,3.0,Созопол,,стандартна стая,2,70 лв,апартамент,3,200 лв,,,,"['паркинг', 'телевизор', 'кухня', 'кабелна тв', 'климатик', 'хладилник', 'мини-бар', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'дом. любимци', 'кафе машина']"
Солинария Бутик Хотел,3.0,Созопол,9.3,стандартна стая,2,150 лв,стандартна стая,3,150 лв,лукс стая,2,170 лв,"['открит басейн', 'паркинг', 'рент-а-кар', 'охрана', 'сейф', 'джакузи', 'рум сервиз', 'детски басейн', 'лоби бар', 'кафене', 'телевизор', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'пералня', 'тераса', 'изглед', 'ютия', 'сешоар', 'гараж', 'пране', 'гладене', 'плащане с карта', 'бизнес услуги', 'дом. любимци', 'кафе машина', 'лятна градина', 'станция за електромобили', 'асансьор']"
"Арт Комплекс Анел, Буджака",3.0,Созопол,9.3,стандартна стая,2,300 лв,апартамент,3,430 лв,лукс апартамент,2,495 лв,"['открит басейн', 'паркинг', 'ресторант', 'фитнес', 'тенис корт', 'сауна', 'сейф', 'детски басейн', 'парна баня', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'мини-бар', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'вана', 'сешоар', 'пране', 'гладене', 'плащане с карта', 'кафе машина', 'лятна градина', 'бар-басейн', 'SPA център']"
Квартири Калоянови,,Созопол,,стандартна стая,2,60 лв,стандартна стая,3,80 лв,апартамент,4,100 лв,"['телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'ютия', 'кухненски бокс', 'електрическа кана']"
Хотел Селена,4.0,Созопол,,стандартна стая,2,250 лв,лукс стая,3,288 лв,студио,2,299 лв,"['открит басейн', 'паркинг', 'ресторант', 'фитнес', 'билярд', 'рент-а-кар', 'охрана', 'сауна', 'сейф', 'рум сервиз', 'детски кът', 'детски басейн', 'конферентна зала', 'солариум', 'лоби бар', 'студио за масаж', 'телевизор', 'кабелна тв', 'климатик', 'отопление', 'мини-бар', 'телефон', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'вана', 'ютия', 'сешоар', 'пране', 'гладене', 'плащане с карта', 'бизнес услуги', 'лятна градина', 'бар-басейн', 'достъп за инвалиди', 'SPA център', 'асансьор']"
Семеен хотел Зелената къща,2.0,Созопол,,студио,3,90 лв,апартамент,4,140 лв,апартамент,6,160 лв,"['паркинг', 'детски кът', 'телевизор', 'кухня', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'пране', 'кафе машина', 'лятна градина']"
Семеен хотел Радик,3.0,Созопол,8.7,стандартна стая,2,80 лв,стандартна стая,3,98 лв,студио,2,84 лв,"['открит басейн', 'сейф', 'детски басейн', 'кафене', 'телевизор', 'кухня', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'ютия', 'сешоар', 'обменно бюро', 'кухненски бокс', 'пране', 'гладене', 'плащане с карта', 'бизнес услуги', 'лятна градина', 'електрическа кана']"
Къща Желеви,3.0,Созопол,9.1,лукс стая,3,100 лв,студио,3,120 лв,,,,"['телевизор', 'кухня', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'електрическа кана', 'готварска печка']"
Вива Маре Бийч Хотел,4.0,Созопол,9.2,,,,,,,,,,"['открит басейн', 'паркинг', 'ресторант', 'сауна', 'детски кът', 'студио за масаж', 'парна баня', 'кафене', 'телевизор', 'кабелна тв', 'климатик', 'интернет', 'баня/тоалетна', 'обменно бюро', 'пране', 'гладене', 'хим. чистене', 'бар-басейн', 'SPA център']"
Семеен хотел Деница,2.0,Созопол,,стандартна стая,2,70 лв,стандартна стая,3,90 лв,,,,"['барбекю', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'изглед', 'достъп за инвалиди']"
Хотел Блу Бей Бутик,5.0,Созопол,9.3,стандартна стая,2,323 лв,лукс стая,2,410 лв,апартамент,4,548 лв,"['открит басейн', 'паркинг', 'ресторант', 'фитнес', 'рент-а-кар', 'сауна', 'сейф', 'рум сервиз', 'лоби бар', 'студио за масаж', 'парна баня', 'кафене', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'мини-бар', 'телефон', 'интернет', 'баня/тоалетна', 'пералня', 'тераса', 'изглед', 'ютия', 'сешоар', 'пране', 'гладене', 'плащане с карта', 'дом. любимци', 'кафе машина', 'лятна градина', 'достъп за инвалиди', 'SPA център', 'електрическа кана']"
Семеен хотел Диамант,2.0,Созопол,8.7,стандартна стая,2,70 лв,стандартна стая,3,90 лв,апартамент,4,110 лв,"['телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'пране']"
Хотел Орхидея,3.0,Созопол,9.2,лукс стая,2,100 лв,студио,3,130 лв,студио,3,140 лв,"['паркинг', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'пране', 'гладене', 'електрическа кана']"
Хотел Тааи,3.0,Созопол,8.9,стандартна стая,2,180 лв,стандартна стая,3,210 лв,апартамент,4,300 лв,"['открит басейн', 'паркинг', 'ресторант', 'фитнес', 'охрана', 'сейф', 'джакузи', 'рум сервиз', 'детски кът', 'детски басейн', 'лоби бар', 'интернет клуб', 'кафене', 'телевизор', 'кухня', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'мини-бар', 'телефон', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'радио', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'гладене', 'плащане с карта', 'лятна градина', 'бар-басейн']"
Хотел Руж,3.0,Созопол,9.2,апартамент,4,100 лв,,,,,,,"['открит басейн', 'паркинг', 'детски басейн', 'телевизор', 'кабелна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'кухненски бокс']"
Хотел Дани бийч,3.0,Созопол,8.6,стандартна стая,2,120 лв,апартамент,3,160 лв,апартамент,3,180 лв,"['паркинг', 'детски кът', 'лоби бар', 'телевизор', 'сателитна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'гладене', 'плащане с карта', 'лятна градина']"
Къща Плада Вю,3.0,Созопол,8.5,стандартна стая,2,70 лв,стандартна стая,3,80 лв,студио,5,115 лв,"['паркинг', 'барбекю', 'телевизор', 'кабелна тв', 'хазяи', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'кухненски бокс', 'пране', 'електрическа кана']"
Лукс къща в Буджака,2.0,Созопол,9.8,вила,3,1100 лв,вила,4,1100 лв,вила,5,1100 лв,"['открит басейн', 'телевизор', 'кухня', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'вана', 'сешоар', 'кафе машина', 'лятна градина']"
Семеен хотел Аполонис,3.0,Созопол,,стандартна стая,2,140 лв,апартамент,2,170 лв,,,,"['паркинг', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'телефон', 'интернет', 'баня/тоалетна', 'пералня', 'тераса', 'изглед', 'ютия', 'сешоар', 'кафе машина']"
Чери Вила,3.0,Созопол,9.3,къща,10,400 лв,стандартна стая,2,90 лв,студио,3,125 лв,"['паркинг', 'рент-а-кар', 'охрана', 'детски кът', 'барбекю', 'колела под наем', 'конферентна зала', 'тенис на маса', 'кафене', 'телевизор', 'кухня', 'кабелна тв', 'сателитна тв', 'климатик', 'отопление', 'хладилник', 'мини-бар', 'интернет', 'баня/тоалетна', 'микровълнова', 'пералня', 'тераса', 'изглед', 'радио', 'ютия', 'сешоар', 'кухненски бокс', 'пране', 'плащане с карта', 'дом. любимци', 'кафе машина', 'лятна градина', 'механа', 'съдомиялна', 'електрическа кана', 'готварска печка']"
Комплекс Античен кладенец,,Созопол,9.9,,,,,,,,,,"['открит басейн', 'паркинг', 'детски басейн', 'телевизор', 'сателитна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'сешоар', 'лятна градина', 'електрическа кана']"
Стаи за гости Синева,3.0,Созопол,8.2,лукс стая,2,90 лв,лукс стая,2,75 лв,лукс стая,2,80 лв,"['телевизор', 'кабелна тв', 'климатик', 'отопление', 'хладилник', 'интернет', 'баня/тоалетна', 'тераса', 'изглед', 'ютия', 'сешоар', 'електрическа кана']"
Хотел Перла Бийч,3.0,Созопол,9.4,стандартна стая,2,115 лв,лукс стая,2,115 лв,лукс стая,3,115 лв,"['детски кът', 'телевизор', 'кабелна тв', 'сателитна тв', 'климатик', 'хладилник', 'интернет', 'баня/тоалетна', 'микровълнова', 'тераса', 'изглед', 'ютия', 'сешоар', 'кафе машина', 'лятна градина', 'бар-басейн', 'електрическа кана']"
